"Município";"COD_SEC";"saldo_202012";"saldo_202102"
"São Bernardino";"G";0;NA
"São Bernardino";"H";NA;1
"São Bonifácio";"C";-4;-3
"São Bonifácio";"G";0;2
"São Bonifácio";"I";-1;NA
"São Bonifácio";"J";NA;1
"São Bonifácio";"S";1;1
"São Carlos";"A";0;NA
"São Carlos";"C";-6;12
"São Carlos";"F";-12;-9
"São Carlos";"G";4;-5
"São Carlos";"H";-1;-1
"São Carlos";"I";-1;NA
"São Carlos";"J";-1;NA
"São Carlos";"P";-2;-1
"São Carlos";"Q";-1;15
"São Carlos";"R";1;NA
"São Carlos";"S";-1;2
"São Cristovão do Sul";"A";-3;-2
"São Cristovão do Sul";"B";0;-2
"São Cristovão do Sul";"C";-25;16
"São Cristovão do Sul";"F";-1;3
"São Cristovão do Sul";"G";0;-2
"São Cristovão do Sul";"H";-2;-1
"São Cristovão do Sul";"I";0;3
"São Cristovão do Sul";"N";-1;NA
"São Domingos";"A";1;NA
"São Domingos";"C";-3;2
"São Domingos";"F";-1;-1
"São Domingos";"G";3;2
"São Domingos";"H";-7;9
"São Domingos";"I";1;NA
"São Domingos";"J";-1;NA
"São Domingos";"K";NA;1
"São Domingos";"M";-1;-1
"São Domingos";"N";1;0
"São Domingos";"O";-1;-1
"São Francisco do Sul";"B";0;NA
"São Francisco do Sul";"C";-23;-5
"São Francisco do Sul";"E";1;1
"São Francisco do Sul";"F";-4;16
"São Francisco do Sul";"G";113;-14
"São Francisco do Sul";"H";16;70
"São Francisco do Sul";"I";38;-17
"São Francisco do Sul";"J";NA;2
"São Francisco do Sul";"K";1;-2
"São Francisco do Sul";"L";1;2
"São Francisco do Sul";"M";-1;1
"São Francisco do Sul";"N";-3;-1
"São Francisco do Sul";"O";NA;0
"São Francisco do Sul";"P";-17;11
"São Francisco do Sul";"Q";7;-5
"São Francisco do Sul";"R";-1;2
"São Francisco do Sul";"S";1;14
"São João Batista";"B";-1;NA
"São João Batista";"C";-411;324
"São João Batista";"E";NA;3
"São João Batista";"F";-7;6
"São João Batista";"G";-3;14
"São João Batista";"H";2;-2
"São João Batista";"I";4;4
"São João Batista";"J";-1;3
"São João Batista";"K";-1;NA
"São João Batista";"L";NA;1
"São João Batista";"M";-1;1
"São João Batista";"N";0;7
"São João Batista";"P";-1;-3
"São João Batista";"Q";1;2
"São João Batista";"R";20;-15
"São João Batista";"S";-2;3
"São João do Itaperiú";"A";NA;-1
"São João do Itaperiú";"B";2;0
"São João do Itaperiú";"C";-4;4
"São João do Itaperiú";"E";NA;-1
"São João do Itaperiú";"F";2;1
"São João do Itaperiú";"G";1;-1
"São João do Itaperiú";"H";7;12
"São João do Itaperiú";"I";NA;-1
"São João do Itaperiú";"K";-1;NA
"São João do Itaperiú";"R";1;NA
"São João do Oeste";"A";NA;2
"São João do Oeste";"C";6;19
"São João do Oeste";"F";-3;-1
"São João do Oeste";"G";9;4
"São João do Oeste";"H";-5;7
"São João do Oeste";"I";-1;3
"São João do Oeste";"K";1;NA
"São João do Oeste";"N";1;-1
"São João do Oeste";"Q";1;-1
"São João do Oeste";"R";NA;-1
"São João do Oeste";"S";NA;1
"São João do Sul";"C";-4;20
"São João do Sul";"F";NA;0
"São João do Sul";"G";4;31
"São João do Sul";"I";0;4
"São João do Sul";"J";NA;1
"São João do Sul";"M";3;0
"São João do Sul";"N";NA;1
"São João do Sul";"S";-1;0
"São Joaquim";"A";-17;257
"São Joaquim";"C";2;0
"São Joaquim";"F";2;6
"São Joaquim";"G";6;64
"São Joaquim";"H";-1;-3
"São Joaquim";"I";-4;10
"São Joaquim";"J";1;-1
"São Joaquim";"K";NA;-1
"São Joaquim";"L";-1;2
"São Joaquim";"M";2;1
"São Joaquim";"N";0;NA
"São Joaquim";"P";-5;6
"São Joaquim";"Q";1;9
"São Joaquim";"R";NA;2
"São Joaquim";"S";-2;-2
"São José";"B";-1;0
"São José";"C";-42;148
"São José";"D";-4;10
"São José";"E";3;11
"São José";"F";-196;34
"São José";"G";214;162
"São José";"H";6;37
"São José";"I";29;134
"São José";"J";20;252
"São José";"K";17;1
"São José";"L";0;9
"São José";"M";-26;208
"São José";"N";623;257
"São José";"P";-74;160
"São José";"Q";20;41
"São José";"R";11;-12
"São José";"S";-4;11
"São José do Cedro";"A";1;NA
"São José do Cedro";"C";-6;29
"São José do Cedro";"F";-3;-1
"São José do Cedro";"G";0;0
"São José do Cedro";"H";-2;4
"São José do Cedro";"I";-2;4
"São José do Cedro";"J";NA;1
"São José do Cedro";"K";1;0
"São José do Cedro";"M";0;5
"São José do Cedro";"N";0;0
"São José do Cedro";"P";-3;1
"São José do Cedro";"Q";0;-1
"São José do Cedro";"S";-2;3
"São José do Cerrito";"A";-2;-2
"São José do Cerrito";"C";-4;5
"São José do Cerrito";"F";NA;2
"São José do Cerrito";"G";-2;1
"São José do Cerrito";"H";-1;-3
"São José do Cerrito";"K";2;1
"São José do Cerrito";"M";-1;1
"São Lourenço do Oeste";"A";3;2
"São Lourenço do Oeste";"B";NA;1
"São Lourenço do Oeste";"C";-196;157
"São Lourenço do Oeste";"E";-1;1
"São Lourenço do Oeste";"F";2;7
"São Lourenço do Oeste";"G";23;30
"São Lourenço do Oeste";"H";-3;8
"São Lourenço do Oeste";"I";-1;-1
"São Lourenço do Oeste";"J";3;1
"São Lourenço do Oeste";"K";-2;-1
"São Lourenço do Oeste";"L";-2;1
"São Lourenço do Oeste";"M";-8;11
"São Lourenço do Oeste";"N";2;2
"São Lourenço do Oeste";"P";-1;8
"São Lourenço do Oeste";"Q";3;1
"São Lourenço do Oeste";"R";-1;-2
"São Lourenço do Oeste";"S";1;-1
"São Ludgero";"A";-2;-1
"São Ludgero";"C";-62;51
"São Ludgero";"D";NA;3
"São Ludgero";"E";-10;8
"São Ludgero";"F";2;6
"São Ludgero";"G";3;21
"São Ludgero";"H";6;1
"São Ludgero";"I";0;2
"São Ludgero";"J";-3;1
"São Ludgero";"M";0;2
"São Ludgero";"N";NA;2
"São Ludgero";"P";1;6
"São Ludgero";"Q";NA;-1
"São Ludgero";"R";NA;1
"São Ludgero";"S";-1;7
"São Martinho";"C";-1;12
"São Martinho";"G";-1;3
"São Martinho";"H";2;NA
"São Martinho";"I";2;-1
"São Martinho";"N";NA;2
"São Martinho";"S";NA;1
"São Miguel da Boa Vista";"F";NA;3
"São Miguel da Boa Vista";"G";-1;1
"São Miguel do Oeste";"A";6;-1
"São Miguel do Oeste";"B";0;-4
"São Miguel do Oeste";"C";-40;25
"São Miguel do Oeste";"D";2;6
"São Miguel do Oeste";"F";-13;33
"São Miguel do Oeste";"G";-10;49
"São Miguel do Oeste";"H";8;18
"São Miguel do Oeste";"I";0;9
"São Miguel do Oeste";"J";3;-10
"São Miguel do Oeste";"K";10;7
"São Miguel do Oeste";"L";3;2
"São Miguel do Oeste";"M";-6;5
"São Miguel do Oeste";"N";7;5
"São Miguel do Oeste";"P";-21;17
"São Miguel do Oeste";"Q";7;4
"São Miguel do Oeste";"R";1;5
"São Miguel do Oeste";"S";5;2
"São Pedro de Alcântara";"A";-1;1
"São Pedro de Alcântara";"C";-2;NA
"São Pedro de Alcântara";"G";-2;10
"São Pedro de Alcântara";"H";1;5
"São Pedro de Alcântara";"I";NA;1
"São Pedro de Alcântara";"O";-76;52
"São Pedro de Alcântara";"P";3;1
"São Pedro de Alcântara";"S";NA;2
"Saudades";"A";-2;NA
"Saudades";"C";-27;-1
"Saudades";"D";0;27
"Saudades";"E";0;0
"Saudades";"F";0;NA
"Saudades";"G";-6;-8
"Saudades";"H";0;0
"Saudades";"I";1;0
"Saudades";"J";NA;-1
"Saudades";"K";NA;-1
"Saudades";"M";1;1
"Saudades";"Q";-1;2
"Saudades";"R";NA;1
"Saudades";"S";2;1
"Schroeder";"C";-70;82
"Schroeder";"E";NA;1
"Schroeder";"F";-3;4
"Schroeder";"G";5;-6
"Schroeder";"H";9;6
"Schroeder";"I";-1;0
"Schroeder";"M";-1;-2
"Schroeder";"N";NA;0
"Schroeder";"O";-84;52
"Schroeder";"P";-2;4
"Schroeder";"Q";1;1
"Schroeder";"S";0;1
"Seara";"A";18;-2
"Seara";"B";NA;-1
"Seara";"C";-34;90
"Seara";"E";-2;2
"Seara";"F";-2;-3
"Seara";"G";-2;7
"Seara";"H";8;14
"Seara";"I";-3;2
"Seara";"J";-1;0
"Seara";"K";1;NA
"Seara";"L";NA;1
"Seara";"M";1;4
"Seara";"N";-4;9
"Seara";"P";NA;-2
"Seara";"Q";-1;2
"Seara";"R";NA;3
"Seara";"S";2;1
"Serra Alta";"C";-1;8
"Serra Alta";"F";-2;1
"Serra Alta";"G";-1;1
"Serra Alta";"H";0;1
"Serra Alta";"I";NA;1
"Serra Alta";"P";NA;1
"Siderópolis";"B";2;0
"Siderópolis";"C";9;12
"Siderópolis";"D";1;NA
"Siderópolis";"F";-22;-85
"Siderópolis";"G";-6;8
"Siderópolis";"H";6;6
"Siderópolis";"I";1;0
"Siderópolis";"L";NA;1
"Siderópolis";"M";-1;NA
"Siderópolis";"N";NA;-1
"Siderópolis";"O";NA;63
"Siderópolis";"P";NA;1
"Siderópolis";"Q";NA;1
"Siderópolis";"S";-11;2
"Sombrio";"B";-1;-1
"Sombrio";"C";24;139
"Sombrio";"E";16;0
"Sombrio";"F";1;-4
"Sombrio";"G";62;33
"Sombrio";"H";-3;3
"Sombrio";"I";2;14
"Sombrio";"J";0;-4
"Sombrio";"L";-1;1
"Sombrio";"M";1;4
"Sombrio";"N";11;-5
"Sombrio";"P";-1;5
"Sombrio";"Q";2;3
"Sombrio";"S";3;12
"Sul Brasil";"A";NA;-1
"Sul Brasil";"C";-7;2
"Sul Brasil";"F";NA;1
"Sul Brasil";"G";-2;3
"Sul Brasil";"H";-2;NA
"Sul Brasil";"P";NA;0
"Taió";"A";3;-5
"Taió";"C";-63;12
"Taió";"E";NA;-1
"Taió";"F";-1;-1
"Taió";"G";-8;12
"Taió";"H";0;-5
"Taió";"I";0;2
"Taió";"J";-1;2
"Taió";"K";NA;1
"Taió";"M";-8;1
"Taió";"N";-6;-2
"Taió";"P";-1;-1
"Taió";"Q";5;-8
"Taió";"R";2;-1
"Taió";"S";-1;3
"Tangará";"A";-1;-2
"Tangará";"C";-28;2
"Tangará";"E";-5;0
"Tangará";"F";-3;4
"Tangará";"G";-5;3
"Tangará";"H";0;4
"Tangará";"I";-2;NA
"Tangará";"K";-1;2
"Tangará";"M";1;-1
"Tangará";"N";1;NA
"Tangará";"O";NA;-1
"Tangará";"Q";NA;-2
"Tangará";"S";-1;2
"Tigrinhos";"C";-1;11
"Tigrinhos";"F";-1;NA
"Tigrinhos";"G";-3;3
"Tigrinhos";"H";-2;2
"Tigrinhos";"N";0;NA
"Tijucas";"A";2;-4
"Tijucas";"B";0;0
"Tijucas";"C";-85;95
"Tijucas";"E";-1;-2
"Tijucas";"F";-7;14
"Tijucas";"G";15;109
"Tijucas";"H";10;10
"Tijucas";"I";-4;24
"Tijucas";"J";2;-1
"Tijucas";"K";NA;3
"Tijucas";"L";-2;3
"Tijucas";"M";5;4
"Tijucas";"N";-5;11
"Tijucas";"P";1;20
"Tijucas";"Q";3;10
"Tijucas";"R";0;0
"Tijucas";"S";-7;6
"Timbé do Sul";"B";-1;NA
"Timbé do Sul";"C";-1;-1
"Timbé do Sul";"F";-10;-2
"Timbé do Sul";"G";1;3
"Timbé do Sul";"J";1;NA
"Timbé do Sul";"N";NA;1
"Timbé do Sul";"P";0;NA
"Timbé do Sul";"Q";1;NA
"Timbé do Sul";"S";-3;5
"Timbó";"A";0;0
"Timbó";"B";NA;2
"Timbó";"C";-367;297
"Timbó";"E";-1;1
"Timbó";"F";-8;8
"Timbó";"G";-11;4
"Timbó";"H";2;5
"Timbó";"I";-1;7
"Timbó";"J";5;0
"Timbó";"K";-2;4
"Timbó";"L";-1;1
"Timbó";"M";-1;3
"Timbó";"N";0;3
"Timbó";"O";-1;NA
"Timbó";"P";-15;15
"Timbó";"Q";2;8
"Timbó";"R";-1;1
"Timbó";"S";4;14
"Timbó";"T";NA;2
"Timbó Grande";"A";-9;-2
"Timbó Grande";"C";-41;-4
"Timbó Grande";"G";-2;12
"Timbó Grande";"I";NA;-1
"Timbó Grande";"J";NA;1
"Timbó Grande";"N";1;-3
"Timbó Grande";"S";NA;2
"Três Barras";"A";-15;17
"Três Barras";"B";NA;0
"Três Barras";"C";-107;51
"Três Barras";"F";-124;-8
"Três Barras";"G";7;18
"Três Barras";"H";-11;17
"Três Barras";"I";-4;3
"Três Barras";"J";NA;-1
"Três Barras";"M";NA;-1
"Três Barras";"N";NA;1
"Três Barras";"O";-120;0
"Três Barras";"P";-3;0
"Três Barras";"Q";8;5
"Três Barras";"S";-3;2
"Treviso";"B";6;7
"Treviso";"C";-11;7
"Treviso";"D";-1;1
"Treviso";"F";0;0
"Treviso";"G";-1;-2
"Treviso";"H";0;-4
"Treviso";"Q";NA;-7
"Treviso";"S";NA;1
"Treze de Maio";"C";-17;39
"Treze de Maio";"D";-1;-2
"Treze de Maio";"F";-4;4
"Treze de Maio";"G";-5;15
"Treze de Maio";"H";-1;6
"Treze de Maio";"K";1;NA
"Treze de Maio";"L";-1;NA
"Treze de Maio";"M";63;-10
"Treze de Maio";"N";NA;1
"Treze de Maio";"P";NA;1
"Treze de Maio";"Q";1;1
"Treze de Maio";"R";NA;2
"Treze Tílias";"A";-3;0
"Treze Tílias";"B";-1;-2
"Treze Tílias";"C";-40;35
"Treze Tílias";"F";-1;8
"Treze Tílias";"G";-9;10
"Treze Tílias";"H";-2;-1
"Treze Tílias";"I";-1;7
"Treze Tílias";"J";NA;0
"Treze Tílias";"K";1;0
"Treze Tílias";"M";7;0
"Treze Tílias";"N";4;1
"Treze Tílias";"O";-13;19
"Treze Tílias";"P";2;-1
"Treze Tílias";"Q";NA;1
"Treze Tílias";"R";-5;2
"Treze Tílias";"S";1;2
"Trombudo Central";"B";-2;2
"Trombudo Central";"C";-35;18
"Trombudo Central";"F";-1;1
"Trombudo Central";"G";-3;5
"Trombudo Central";"H";-2;0
"Trombudo Central";"I";-1;2
"Trombudo Central";"J";-1;-1
"Trombudo Central";"K";NA;-1
"Trombudo Central";"M";-2;2
"Trombudo Central";"N";-9;-1
"Trombudo Central";"P";NA;-1
"Trombudo Central";"Q";1;2
"Trombudo Central";"S";-1;7
"Tubarão";"A";NA;0
"Tubarão";"B";-1;1
"Tubarão";"C";-151;148
"Tubarão";"D";1;3
"Tubarão";"E";-1;4
"Tubarão";"F";-1;38
"Tubarão";"G";107;84
"Tubarão";"H";2;63
"Tubarão";"I";8;28
"Tubarão";"J";5;14
"Tubarão";"K";4;5
"Tubarão";"L";-4;-5
"Tubarão";"M";-6;-2
"Tubarão";"N";-28;37
"Tubarão";"P";-84;106
"Tubarão";"Q";-8;22
"Tubarão";"R";-25;2
"Tubarão";"S";18;30
"Tunápolis";"A";1;5
"Tunápolis";"C";-7;1
"Tunápolis";"F";NA;-1
"Tunápolis";"G";2;5
"Tunápolis";"H";-2;-1
"Tunápolis";"I";-1;NA
"Tunápolis";"N";1;NA
"Tunápolis";"Q";0;1
"Tunápolis";"R";NA;-1
"Tunápolis";"S";-1;2
"Turvo";"A";-2;5
"Turvo";"C";-14;35
"Turvo";"D";1;0
"Turvo";"F";0;3
"Turvo";"G";14;13
"Turvo";"H";3;-9
"Turvo";"I";-2;0
"Turvo";"J";1;-1
"Turvo";"K";1;-2
"Turvo";"L";NA;1
"Turvo";"M";2;2
"Turvo";"N";1;2
"Turvo";"P";-1;4
"Turvo";"Q";-1;4
"Turvo";"S";3;-3
"União do Oeste";"A";-2;-2
"União do Oeste";"C";-2;8
"União do Oeste";"G";1;-1
"União do Oeste";"H";-3;NA
"União do Oeste";"K";NA;1
"União do Oeste";"S";-1;NA
"Urubici";"A";NA;20
"Urubici";"C";1;3
"Urubici";"F";NA;0
"Urubici";"G";10;10
"Urubici";"H";NA;1
"Urubici";"I";12;9
"Urubici";"J";NA;2
"Urubici";"K";NA;0
"Urubici";"L";1;NA
"Urubici";"M";NA;-1
"Urubici";"N";NA;-1
"Urubici";"Q";-2;1
"Urubici";"R";2;NA
"Urubici";"S";-6;6
"Urupema";"A";-53;47
"Urupema";"C";NA;17
"Urupema";"G";NA;5
"Urupema";"I";2;1
"Urupema";"K";0;NA
"Urupema";"N";NA;1
"Urussanga";"A";2;-1
"Urussanga";"B";-2;-1
"Urussanga";"C";-53;71
"Urussanga";"E";-1;NA
"Urussanga";"F";-5;6
"Urussanga";"G";11;-9
"Urussanga";"H";0;1
"Urussanga";"I";-2;2
"Urussanga";"J";1;0
"Urussanga";"M";-2;0
"Urussanga";"N";-1;14
"Urussanga";"O";1;NA
"Urussanga";"P";1;10
"Urussanga";"Q";3;2
"Urussanga";"R";NA;1
"Urussanga";"S";-1;3
"Vargeão";"A";1;-3
"Vargeão";"C";-12;19
"Vargeão";"F";-1;0
"Vargeão";"G";-2;2
"Vargeão";"H";-1;2
"Vargeão";"I";0;NA
"Vargeão";"M";NA;-1
"Vargeão";"N";NA;1
"Vargeão";"O";-2;NA
"Vargeão";"Q";NA;-1
"Vargem";"A";NA;-1
"Vargem";"C";2;1
"Vargem";"F";-1;76
"Vargem";"G";0;0
"Vargem";"H";NA;1
"Vargem";"S";NA;0
"Vargem Bonita";"A";NA;5
"Vargem Bonita";"B";0;1
"Vargem Bonita";"C";-6;17
"Vargem Bonita";"F";1;2
"Vargem Bonita";"G";-4;4
"Vargem Bonita";"H";1;4
"Vargem Bonita";"I";1;2
"Vargem Bonita";"N";-1;NA
"Vargem Bonita";"S";1;1
"Vidal Ramos";"A";0;-1
"Vidal Ramos";"B";0;4
"Vidal Ramos";"C";2;7
"Vidal Ramos";"F";NA;2
"Vidal Ramos";"G";-3;15
"Vidal Ramos";"H";-1;1
"Vidal Ramos";"I";0;-2
"Vidal Ramos";"M";-1;NA
"Vidal Ramos";"N";-1;NA
"Vidal Ramos";"Q";NA;1
"Vidal Ramos";"S";NA;1
"Videira";"A";-21;31
"Videira";"B";NA;-1
"Videira";"C";-253;106
"Videira";"E";-5;0
"Videira";"F";-13;-53
"Videira";"G";-15;25
"Videira";"H";-18;-11
"Videira";"I";-1;23
"Videira";"J";1;3
"Videira";"K";1;12
"Videira";"L";1;5
"Videira";"M";-9;4
"Videira";"N";-34;54
"Videira";"O";-103;115
"Videira";"P";-10;21
"Videira";"Q";8;18
"Videira";"R";NA;1
"Videira";"S";-5;7
"Videira";"T";1;NA
"Vitor Meireles";"A";NA;-1
"Vitor Meireles";"C";-16;5
"Vitor Meireles";"E";0;4
"Vitor Meireles";"F";NA;1
"Vitor Meireles";"G";0;0
"Vitor Meireles";"H";-4;-7
"Vitor Meireles";"K";0;NA
"Vitor Meireles";"P";-1;2
"Vitor Meireles";"Q";-1;NA
"Vitor Meireles";"S";1;1
"Witmarsum";"C";-18;9
"Witmarsum";"G";-1;6
"Witmarsum";"H";-1;2
"Witmarsum";"M";NA;1
"Witmarsum";"Q";0;0
"Witmarsum";"S";NA;-1
"Xanxerê";"A";4;7
"Xanxerê";"C";-97;73
"Xanxerê";"D";-9;1
"Xanxerê";"E";-7;8
"Xanxerê";"F";-41;0
"Xanxerê";"G";-13;47
"Xanxerê";"H";-12;-4
"Xanxerê";"I";7;2
"Xanxerê";"J";2;2
"Xanxerê";"K";-3;1
"Xanxerê";"L";-1;2
"Xanxerê";"M";-1;6
"Xanxerê";"N";-19;28
"Xanxerê";"O";-94;116
"Xanxerê";"P";-26;60
"Xanxerê";"Q";12;13
"Xanxerê";"R";0;-2
"Xanxerê";"S";1;22
"Xavantina";"A";1;0
"Xavantina";"C";NA;2
"Xavantina";"G";0;2
"Xavantina";"H";4;-2
"Xavantina";"I";NA;-1
"Xavantina";"K";NA;1
"Xavantina";"Q";-1;NA
"Xavantina";"S";NA;1
"Xaxim";"A";18;-6
"Xaxim";"C";-25;106
"Xaxim";"E";NA;-1
"Xaxim";"F";-24;40
"Xaxim";"G";-5;24
"Xaxim";"H";7;23
"Xaxim";"I";-5;5
"Xaxim";"J";3;2
"Xaxim";"K";-4;26
"Xaxim";"L";NA;0
"Xaxim";"M";-2;0
"Xaxim";"N";1;14
"Xaxim";"P";1;3
"Xaxim";"Q";0;8
"Xaxim";"R";-2;NA
"Xaxim";"S";-1;5
"Zortéa";"A";0;0
"Zortéa";"F";-2;0
"Zortéa";"G";0;0
"Zortéa";"H";-3;NA
"Zortéa";"M";1;NA
"Zortéa";"S";NA;1
